ObjectID,Category,Era,Set,Country of Origin,Attachment Feature,Firearm Action,Firearm Feed Option,Firing Modes,Firearm Mounts,Attachment Mount,Round Power,Size,Melee Handedness,Melee Style,Powerup Type,Thrown Damage Type,Thrown Type
Scope3-12x,Attachment,Modern,Real,None,Magnification,None,,,,Picatinny,None,None,None,None,Health,None,None
ScopeAcog4x32,Attachment,Modern,Real,None,Magnification,None,,,,Picatinny,None,None,None,None,Health,None,None
ScopeBR4,Attachment,Modern,Real,None,Magnification,None,,,,Picatinny,None,None,None,None,None,None,None
DeagleScope,Attachment,Modern,Real,None,Magnification,None,,,,Picatinny,None,None,None,None,Health,None,None
ScopeFlamenco61-6xLPVO,Attachment,Modern,Real,None,Magnification,None,,,,Picatinny,None,None,None,None,None,None,None
ScopeHAMComboScope4x24,Attachment,Modern,Real,None,Magnification,None,,,,Picatinny,None,None,None,None,None,None,None
ScopeLion2-5x,Attachment,Modern,Real,None,Magnification,None,,,,Picatinny,None,None,None,None,None,None,None
ScopeM145,Attachment,Modern,Real,None,Magnification,None,,,,Picatinny,None,None,None,None,Health,None,None
M16_3x20Scope,Attachment,PostWar,Real,None,Magnification,None,,,,Bespoke,None,None,None,None,Health,None,None
M16_ArtScope,Attachment,PostWar,Real,None,Magnification,None,,,,Bespoke,None,None,None,None,Health,None,None
ScopeM2231-24x,Attachment,Modern,Real,None,Magnification,None,,,,Picatinny,None,None,None,None,Health,None,None
ScopeNXS8-32x,Attachment,Modern,Real,None,Magnification,None,,,,Picatinny,None,None,None,None,None,None,None
QLB06Scope,Attachment,Modern,Real,None,Magnification,None,,,,Picatinny,None,None,None,None,None,None,None
ScopeTactical12-60x,Attachment,Modern,Real,None,Magnification,None,,,,Picatinny,None,None,None,None,Health,None,None
ScopeVD11-6xLPVO,Attachment,Modern,Real,None,Magnification,None,,,,Picatinny,None,None,None,None,None,None,None
ScorpionLPASightsFront,Attachment,Modern,Real,None,IronSight,None,,,,Picatinny,None,None,None,None,None,None,None
ScorpionLPASightsRear,Attachment,Modern,Real,None,IronSight,None,,,,Picatinny,None,None,None,None,None,None,None
ScorpionSightsFront,Attachment,Modern,Real,None,IronSight,None,,,,Picatinny,None,None,None,None,None,None,None
ScorpionSightsRear,Attachment,Modern,Real,None,IronSight,None,,,,Picatinny,None,None,None,None,None,None,None
SureglowLight,Attachment,PostWar,Real,None,Illumination,None,,,,Picatinny,None,None,None,None,Health,None,None
TacticalFlashlight,Attachment,PostWar,Real,None,Illumination,None,,,,Picatinny,None,None,None,None,Health,None,None
TacticalLaser1,Attachment,PostWar,Real,None,Laser,None,,,,Picatinny,None,None,None,None,Health,None,None
TacticalLaser2,Attachment,PostWar,Real,None,Laser,None,,,,Picatinny,None,None,None,None,Health,None,None
TacticalLaser3,Attachment,Modern,Real,None,Laser,None,,,,Picatinny,None,None,None,None,Health,None,None
TacticalLaser4,Attachment,PostWar,Real,None,Laser,None,,,,Picatinny,None,None,None,None,Health,None,None
TacticalLaser5,Attachment,PostWar,Real,None,Laser,None,,,,Picatinny,None,None,None,None,Health,None,None
Telescopescope,Attachment,Modern,Real,None,Magnification,None,,,,Picatinny,None,None,None,None,Health,None,None
RailAdapterRussianToPicatinny,Attachment,Modern,Real,None,Adapter,None,,,,Russian,None,None,None,None,Health,None,None
ReflexKobra,Attachment,Modern,Real,None,Reflex,None,,,,Russian,None,None,None,None,Health,None,None
ReflexPK01VS,Attachment,Modern,Real,None,Reflex,None,,,,Russian,None,None,None,None,Health,None,None
Scope_M76,Attachment,PostWar,Real,None,Magnification,None,,,,Russian,None,None,None,None,None,None,None
MagnifierPSO1,Attachment,PostWar,Real,None,Magnification,None,,,,Russian,None,None,None,None,Health,None,None
StockGLR-440,Attachment,Modern,Real,None,Stock,None,,,,Stock,None,None,None,None,Health,None,None
StockTSA-G,Attachment,Modern,Real,None,Stock,None,,,,Stock,None,None,None,None,Health,None,None
AKForeB10,Attachment,Modern,Real,None,Grip,None,,,,Bespoke,None,None,None,None,None,None,None
AKForeRomanian,Attachment,PostWar,Real,None,Grip,None,,,,Bespoke,None,None,None,None,None,None,None
AKForeShark,Attachment,PostWar,Real,None,Grip,None,,,,Bespoke,None,None,None,None,None,None,None
RemingtonRollingBlockNavy,Firearm,WildWest,Real,UnitedStatesOfAmerica,None,RollingBlock,BreachLoad,SingleFire,,None,Pistol,Pocket,None,None,None,None,None
RollingBlockRifle,Firearm,WildWest,Real,UnitedStatesOfAmerica,None,RollingBlock,BreachLoad,SingleFire,,None,FullPower,FullSize,None,None,None,None,None
RollingBlockRifleCreedmoor,Firearm,WildWest,Real,UnitedStatesOfAmerica,None,RollingBlock,BreachLoad,SingleFire,,None,FullPower,FullSize,None,None,None,None,None
Sharps1874,Firearm,WildWest,Real,UnitedStatesOfAmerica,None,LeverAction,BreachLoad,SingleFire,,None,FullPower,FullSize,None,None,None,None,None
BlackPowderFlask,Uncategorized,Colonial,Real,None,None,None,,,,None,Pistol,None,None,None,None,None,None
BrownBessFlint,Uncategorized,Colonial,Real,None,None,None,,,,None,Pistol,None,None,None,None,None,None
HeavyFlintlock18thCenturyFlint,Uncategorized,Colonial,Real,None,None,None,,,,None,Pistol,None,None,None,None,None,None
a,Uncategorized,Colonial,Meme,None,None,None,,,,None,Pistol,None,None,None,None,None,None
PaperCartridge69CalBall,Cartridge,Colonial,Real,None,None,None,,,,None,Pistol,None,None,None,None,None,None
Shot69CalBall,Cartridge,Colonial,Real,None,None,None,,,,None,Pistol,None,None,None,None,None,None
FarmTool_Broom,MeleeWeapon,TurnOfTheCentury,Real,None,None,None,,,,None,None,None,TwoHanded,Tool,Health,None,None
FarmTool_GardenShovel,MeleeWeapon,TurnOfTheCentury,Real,None,None,None,,,,None,None,None,TwoHanded,Tool,Health,None,None
FarmTool_HandRake,MeleeWeapon,TurnOfTheCentury,Real,None,None,None,,,,None,None,None,OneHanded,Tool,Health,None,None
FarmTool_Hoe,MeleeWeapon,TurnOfTheCentury,Real,None,None,None,,,,None,None,None,TwoHanded,Tool,Health,None,None
FarmTool_Pitchfork,MeleeWeapon,TurnOfTheCentury,Real,None,None,None,,,,None,None,None,TwoHanded,Tool,Health,None,None
FarmTool_Rake,MeleeWeapon,TurnOfTheCentury,Real,None,None,None,,,,None,None,None,TwoHanded,Tool,Health,None,None
FarmTool_ShovelFlat,MeleeWeapon,TurnOfTheCentury,Real,None,None,None,,,,None,None,None,TwoHanded,Tool,Health,None,None
FarmTool_Sickle,MeleeWeapon,TurnOfTheCentury,Real,None,None,None,,,,None,None,None,OneHanded,Tool,Health,None,None
FarmTool_Trowel,MeleeWeapon,TurnOfTheCentury,Real,None,None,None,,,,None,None,None,OneHanded,Tool,Health,None,None
FarmTool_WoodAxe,MeleeWeapon,TurnOfTheCentury,Real,None,None,None,,,,None,None,None,TwoHanded,Tool,Health,None,None
PipeWrench,MeleeWeapon,PostWar,Real,None,None,None,,,,None,None,None,OneHanded,Tool,Health,None,None
GarageTool_DustPan,MeleeWeapon,WW2,Real,None,None,None,,,,None,None,None,OneHanded,Tool,Health,None,None
GarageTool_FlatheadScrewdriver,MeleeWeapon,PostWar,Real,None,None,None,,,,None,None,None,OneHanded,Tool,Health,None,None
Hammer,MeleeWeapon,WW2,Real,None,None,None,,,,None,None,None,OneHanded,Tool,Health,None,None
GarageTool_Hammer2,MeleeWeapon,Modern,Real,None,None,None,,,,None,None,None,OneHanded,Tool,Health,None,None
GarageTool_HammerOld,MeleeWeapon,TurnOfTheCentury,Real,None,None,None,,,,None,None,None,OneHanded,Tool,Health,None,None
GarageTool_HandAxe,MeleeWeapon,PostWar,Real,None,None,None,,,,None,None,None,OneHanded,Tool,Health,None,None
GarageTool_MalletRound,MeleeWeapon,TurnOfTheCentury,Real,None,None,None,,,,None,None,None,OneHanded,Tool,Health,None,None
GarageTool_MalletSquare,MeleeWeapon,TurnOfTheCentury,Real,None,None,None,,,,None,None,None,OneHanded,Tool,Health,None,None
GarageTool_ShortSledge,MeleeWeapon,Modern,Real,None,None,None,,,,None,None,None,OneHanded,Tool,Health,None,None
GarageTool_SledgeHammer,MeleeWeapon,Modern,Real,None,None,None,,,,None,None,None,TwoHanded,Tool,Health,None,None
GarageTool_SledgeHammerOld,MeleeWeapon,WW2,Real,None,None,None,,,,None,None,None,TwoHanded,Tool,Health,None,None
GarageTool_UtilityKnife,MeleeWeapon,Modern,Real,None,None,None,,,,None,None,None,OneHanded,Tool,Health,None,None
GarageTool_WrenchTwoSided,MeleeWeapon,Modern,Real,None,None,None,,,,None,None,None,OneHanded,Tool,Health,None,None
BodyPillow,MeleeWeapon,Modern,Meme,None,None,None,,,,None,None,None,OneHanded,None,Health,None,None
AluminumCandycane,MeleeWeapon,Modern,Meme,None,None,None,,,,None,None,None,OneHanded,None,Health,None,None
LaserSword,MeleeWeapon,Futuristic,Meme,None,None,None,,,,None,None,None,OneHanded,None,Health,None,None
YuleLog,MeleeWeapon,Modern,Holiday,None,None,None,,,,None,None,None,OneHanded,None,Health,None,None
Improvised_BaseballBat,MeleeWeapon,WW1,Real,None,None,None,,,,None,None,None,TwoHanded,Improvised,Health,None,None
Improvised_BillhookMachete,MeleeWeapon,Modern,Real,None,None,None,,,,None,None,None,OneHanded,Improvised,Health,None,None
Improvised_CastIronPan,MeleeWeapon,TurnOfTheCentury,Real,None,None,None,,,,None,None,None,OneHanded,Improvised,Health,None,None
Improvised_Cleaver,MeleeWeapon,Modern,Real,None,None,None,,,,None,None,None,OneHanded,Improvised,Health,None,None
Improvised_CleaverOld,MeleeWeapon,TurnOfTheCentury,Real,None,None,None,,,,None,None,None,OneHanded,Improvised,Health,None,None
Improvised_ClimbingAxe,MeleeWeapon,Modern,Real,None,None,None,,,,None,None,None,OneHanded,Improvised,None,None,None
Improvised_CricketBat,MeleeWeapon,Modern,Real,None,None,None,,,,None,None,None,TwoHanded,Improvised,Health,None,None
Crowbar,MeleeWeapon,PostWar,Real,None,None,None,,,,None,None,None,OneHanded,Improvised,Health,None,None
Improvised_FireAxe,MeleeWeapon,PostWar,Real,None,None,None,,,,None,None,None,TwoHanded,Improvised,Health,None,None
Improvised_GrenthorStaff,MeleeWeapon,Futuristic,SciFiFictional,None,None,None,,,,None,None,None,TwoHanded,Improvised,Health,None,None
Hatchet,MeleeWeapon,TurnOfTheCentury,Real,None,None,None,,,,None,None,None,OneHanded,Improvised,Health,None,None
Improvised_IceAxe,MeleeWeapon,Modern,Real,None,None,None,,,,None,None,None,OneHanded,Improvised,None,None,None
Improvised_Machete,MeleeWeapon,PostWar,Real,None,None,None,,,,None,None,None,OneHanded,Improvised,Health,None,None
Improvised_Pickaxe,MeleeWeapon,WW1,Real,None,None,None,,,,None,None,None,TwoHanded,Improvised,Health,None,None
Improvised_PipeBent,MeleeWeapon,WW2,Real,None,None,None,,,,None,None,None,OneHanded,Improvised,Health,None,None
Improvised_SawBat,MeleeWeapon,Modern,Real,None,None,None,,,,None,None,None,TwoHanded,Improvised,Health,None,None
Improvised_Shoe,MeleeWeapon,Modern,Meme,None,None,None,,,,None,None,None,OneHanded,Improvised,Health,None,None
Medieval_ArmingSword,MeleeWeapon,Medieval,Real,None,None,None,,,,None,None,None,OneHanded,Medieval,Health,None,None
Medieval_Bardiche,MeleeWeapon,Medieval,Real,None,None,None,,,,None,None,None,TwoHanded,Medieval,Health,None,None
Medieval_BastardSword,MeleeWeapon,Medieval,Real,None,None,None,,,,None,None,None,TwoHanded,Medieval,Health,None,None
Medieval_Claymore,MeleeWeapon,Medieval,Real,None,None,None,,,,None,None,None,TwoHanded,Medieval,Health,None,None
Medieval_Cutlass,MeleeWeapon,Medieval,Real,None,None,None,,,,None,None,None,OneHanded,Medieval,Health,None,None
Dagger_Elegant,MeleeWeapon,Medieval,Real,None,None,None,,,,None,None,None,OneHanded,Medieval,Health,None,None
Dagger_Footsmans,MeleeWeapon,Medieval,Real,None,None,None,,,,None,None,None,OneHanded,Medieval,Health,None,None
Dagger_Horned,MeleeWeapon,Medieval,Real,None,None,None,,,,None,None,None,OneHanded,Medieval,Health,None,None
Dagger_SwordHilt,MeleeWeapon,Medieval,Real,None,None,None,,,,None,None,None,OneHanded,Medieval,Health,None,None
Medieval_Espadon,MeleeWeapon,Medieval,Real,None,None,None,,,,None,None,None,TwoHanded,Medieval,Health,None,None
Medieval_Estoc,MeleeWeapon,Medieval,Real,None,None,None,,,,None,None,None,TwoHanded,Medieval,Health,None,None
Medieval_Falchion,MeleeWeapon,Medieval,Real,None,None,None,,,,None,None,None,TwoHanded,Medieval,Health,None,None
Medieval_Flameberg,MeleeWeapon,Medieval,Real,None,None,None,,,,None,None,None,TwoHanded,Medieval,Health,None,None
Medieval_GermanicAxe1,MeleeWeapon,Medieval,Real,None,None,None,,,,None,None,None,TwoHanded,Medieval,Health,None,None
Medieval_GermanicAxe2,MeleeWeapon,Medieval,Real,None,None,None,,,,None,None,None,TwoHanded,Medieval,Health,None,None
Medieval_GermanicAxe3,MeleeWeapon,Medieval,Real,None,None,None,,,,None,None,None,TwoHanded,Medieval,Health,None,None
Medieval_Grossmesser,MeleeWeapon,Medieval,Real,None,None,None,,,,None,None,None,TwoHanded,Medieval,Health,None,None
Katana,MeleeWeapon,Medieval,Real,None,None,None,,,,None,None,None,TwoHanded,Medieval,Health,None,None
Medieval_Katzbalger,MeleeWeapon,Medieval,Real,None,None,None,,,,None,None,None,OneHanded,Medieval,Health,None,None
Medieval_LongSword1,MeleeWeapon,Medieval,Real,None,None,None,,,,None,None,None,TwoHanded,Medieval,Health,None,None
Medieval_LongSword2,MeleeWeapon,Medieval,Real,None,None,None,,,,None,None,None,TwoHanded,Medieval,Health,None,None
Medieval_LongSword3,MeleeWeapon,Medieval,Real,None,None,None,,,,None,None,None,TwoHanded,Medieval,Health,None,None
Medieval_LongSword4,MeleeWeapon,Medieval,Real,None,None,None,,,,None,None,None,TwoHanded,Medieval,Health,None,None
Medieval_Mace1,MeleeWeapon,Medieval,Real,None,None,None,,,,None,None,None,OneHanded,Medieval,Health,None,None
Medieval_Mace2,MeleeWeapon,Medieval,Real,None,None,None,,,,None,None,None,OneHanded,Medieval,Health,None,None
Medieval_Rapier,MeleeWeapon,Medieval,Real,None,None,None,,,,None,None,None,OneHanded,Medieval,Health,None,None
Medieval_Warhammer,MeleeWeapon,Medieval,Real,None,None,None,,,,None,None,None,OneHanded,Medieval,Health,None,None
Medieval_Zweihander,MeleeWeapon,Medieval,Real,None,None,None,,,,None,None,None,TwoHanded,Medieval,Health,None,None
Roman_Gladius,MeleeWeapon,Medieval,Real,None,None,None,,,,None,None,None,TwoHanded,Medieval,Health,None,None
Roman_Pilum1,MeleeWeapon,Medieval,Real,None,None,None,,,,None,None,None,TwoHanded,Medieval,Health,None,None
Roman_Pilum2,MeleeWeapon,Medieval,Real,None,None,None,,,,None,None,None,TwoHanded,Medieval,Health,None,None
Chainsaw,MeleeWeapon,Modern,Real,None,None,None,,,,None,None,None,TwoHanded,PowerTool,Health,None,None
CircleSaw,MeleeWeapon,Modern,Real,None,None,None,,,,None,None,None,TwoHanded,PowerTool,Health,None,None
Drill,MeleeWeapon,Modern,Real,None,None,None,,,,None,None,None,OneHanded,PowerTool,Health,None,None
Shield_BallisticShield,MeleeWeapon,Modern,Real,None,None,None,,,,None,None,None,OneHanded,Shield,Health,None,None
Shield_MedShield_HandGrenade,MeleeWeapon,Medieval,Real,None,None,None,,,,None,None,None,OneHanded,Shield,Health,None,None
Shield_RiotShield,MeleeWeapon,Modern,Real,None,None,None,,,,None,None,None,OneHanded,Shield,Health,None,None
Shield_Scutum,MeleeWeapon,Medieval,Real,None,None,None,,,,None,None,None,OneHanded,Shield,Health,None,None
Tactical_BrassKnuckles,MeleeWeapon,WW2,Real,None,None,None,,,,None,None,None,OneHanded,Tactical,Health,None,None
CombatKnife,MeleeWeapon,WW2,Real,None,None,None,,,,None,None,None,OneHanded,Tactical,Health,None,None
Kabartana,MeleeWeapon,Modern,Real,None,None,None,,,,None,None,None,OneHanded,Tactical,Health,None,None
Karambit,MeleeWeapon,Modern,Real,None,None,None,,,,None,None,None,OneHanded,Tactical,Health,None,None
Kukri,MeleeWeapon,PostWar,Real,None,None,None,,,,None,None,None,OneHanded,Tactical,Health,None,None
M3TrenchKnife,MeleeWeapon,WW2,Real,None,None,None,,,,None,None,None,OneHanded,Tactical,Health,None,None
MX8,MeleeWeapon,Modern,Real,None,None,None,,,,None,None,None,OneHanded,Tactical,Health,None,None
SurvivalKnife,MeleeWeapon,Modern,Real,None,None,None,,,,None,None,None,OneHanded,Tactical,Health,None,None
TacticalKnife,MeleeWeapon,Modern,Real,None,None,None,,,,None,None,None,OneHanded,Tactical,Health,None,None
Tanto,MeleeWeapon,Modern,Real,None,None,None,,,,None,None,None,OneHanded,Tactical,Health,None,None
Tactical_Tomahawk,MeleeWeapon,Modern,Real,None,None,None,,,,None,None,None,OneHanded,Tactical,Health,None,None
Tactical_Tonfa,MeleeWeapon,Modern,Real,None,None,None,,,,None,None,None,OneHanded,Tactical,Health,None,None
PencilNo2,Thrown,PostWar,Real,None,None,None,,,,None,None,None,OneHanded,Improvised,Health,None,None
Shuriken,Thrown,Modern,Real,None,None,None,,,,None,None,None,OneHanded,Medieval,Health,None,None
SuppressorMF2Generic1,Attachment,PostWar,MeatFortress,None,Suppression,None,,,,Muzzle,None,None,None,None,Health,None,None
SuppressorMF2OilFilter,Attachment,PostWar,MeatFortress,None,Suppression,None,,,,Muzzle,None,None,None,None,Health,None,None
SuppressorMF2Pistol,Attachment,PostWar,MeatFortress,None,Suppression,None,,,,Muzzle,None,None,None,None,Health,None,None
SuppressorMF2Revolver,Attachment,PostWar,MeatFortress,None,Suppression,None,,,,Muzzle,None,None,None,None,Health,None,None
SuppressorMF2Shotgun,Attachment,PostWar,MeatFortress,None,Suppression,None,,,,Muzzle,None,None,None,None,Health,None,None
SuppressorMF2SMG,Attachment,PostWar,MeatFortress,None,Suppression,None,,,,Muzzle,None,None,None,None,Health,None,None
MFDispenserBlue,Uncategorized,Modern,MeatFortress,None,None,None,BoxMag,FullAuto,,None,None,Oversize,None,None,None,None,None
MFDispenserGrey,Uncategorized,Modern,MeatFortress,None,None,None,BoxMag,FullAuto,,None,None,Oversize,None,None,None,None,None
MFDispenserRed,Uncategorized,Modern,MeatFortress,None,None,None,BoxMag,FullAuto,,None,None,Oversize,None,None,None,None,None
MFSentryGunBlue,Uncategorized,Modern,MeatFortress,None,None,None,BoxMag,FullAuto,,None,None,Oversize,None,None,None,None,None
MFSentryGunGrey,Uncategorized,Modern,MeatFortress,None,None,None,BoxMag,FullAuto,,None,None,Oversize,None,None,None,None,None
MFSentryGunRed,Uncategorized,Modern,MeatFortress,None,None,None,BoxMag,FullAuto,,None,None,Oversize,None,None,None,None,None
Cartridge105x35mmDutchFlechette,Cartridge,Modern,MeatFortress,None,None,None,,,,None,AntiMaterial,None,None,None,Health,None,None
Cartridge105x35mmDutchFMJ,Cartridge,Modern,MeatFortress,None,None,None,,,,None,AntiMaterial,None,None,None,Health,None,None
Cartridge105x35mmDutchInferno,Cartridge,Modern,MeatFortress,None,None,None,,,,None,AntiMaterial,None,None,None,Health,None,None
11mmMannchevski_FMJ,Cartridge,Modern,MeatFortress,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
12x32Dingowhomper_Bushfire,Cartridge,Modern,MeatFortress,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
12x32Dingowhomper_FMJ,Cartridge,Modern,MeatFortress,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
12x32Dingowhomper_FunnelSpider,Cartridge,Modern,MeatFortress,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
Cartridge13GaugeBleeder,Cartridge,Modern,MeatFortress,None,None,None,,,,None,Shotgun,None,None,None,Health,None,None
Cartridge13GaugeBlooper,Cartridge,Modern,MeatFortress,None,None,None,,,,None,Shotgun,None,None,None,Health,None,None
Cartridge13GaugeBuck,Cartridge,Modern,MeatFortress,None,None,None,,,,None,Shotgun,None,None,None,Health,None,None
Cartridge13GaugeMoonshot,Cartridge,Modern,MeatFortress,None,None,None,,,,None,Shotgun,None,None,None,Health,None,None
Cartridge13GaugeSlugger,Cartridge,Modern,MeatFortress,None,None,None,,,,None,Shotgun,None,None,None,Health,None,None
Cartridge_13x59mmOgden_FMJ,Cartridge,Modern,MeatFortress,None,None,None,,,,None,AntiMaterial,None,None,None,Health,None,None
Cartridge_13x59mmOgden_Frag,Cartridge,Modern,MeatFortress,None,None,None,,,,None,AntiMaterial,None,None,None,Health,None,None
Cartridge_13x59mmOgden_Slugger,Cartridge,Modern,MeatFortress,None,None,None,,,,None,AntiMaterial,None,None,None,Health,None,None
18x50mmPackawhallop_Barbie,Cartridge,Modern,MeatFortress,None,None,None,,,,None,AntiMaterial,None,None,None,None,None,None
18x50mmPackawhallop_Drongo,Cartridge,Modern,MeatFortress,None,None,None,,,,None,AntiMaterial,None,None,None,None,None,None
18x50mmPackawhallop_FMJ,Cartridge,Modern,MeatFortress,None,None,None,,,,None,AntiMaterial,None,None,None,None,None,None
18x50mmPackawhallop_Gobsmacka,Cartridge,Modern,MeatFortress,None,None,None,,,,None,AntiMaterial,None,None,None,None,None,None
2Gauge_TripleHit,Cartridge,Modern,MeatFortress,None,None,None,,,,None,Shotgun,None,None,None,Health,None,None
Cartridge366UltraMagnumDebuff,Cartridge,Modern,MeatFortress,None,None,None,,,,None,Pistol,None,None,None,None,None,None
366UltraMagnumFMJ,Cartridge,Modern,MeatFortress,None,None,None,,,,None,Pistol,None,None,None,None,None,None
Cartridge366UltraMagnumRetort,Cartridge,Modern,MeatFortress,None,None,None,,,,None,Pistol,None,None,None,None,None,None
Cartridge366UltraMagnumSalute,Cartridge,Modern,MeatFortress,None,None,None,,,,None,Pistol,None,None,None,None,None,None
42mmDemonade,Cartridge,Modern,MeatFortress,None,None,None,,,,None,Ordnance,None,None,None,Health,None,None
Cartridge50mmFlareClassic,Cartridge,Modern,MeatFortress,None,None,None,,,,None,Shotgun,None,None,None,Health,None,None
Cartridge50mmFlareConflagration,Cartridge,Modern,MeatFortress,None,None,None,,,,None,Shotgun,None,None,None,Health,None,None
Cartridge50mmFlareDangerClose,Cartridge,Modern,MeatFortress,None,None,None,,,,None,Shotgun,None,None,None,Health,None,None
Cartridge50mmFlareSunburn,Cartridge,Modern,MeatFortress,None,None,None,,,,None,Shotgun,None,None,None,Health,None,None
Cartridge_52AMP_FMJ,Cartridge,Modern,MeatFortress,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
Cartridge_52AMP_JHP,Cartridge,Modern,MeatFortress,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
5mmRivet_FMJ,Cartridge,Modern,MeatFortress,None,None,None,,,,None,Pistol,None,None,None,Health,None,None
6mmMannlecker_FMJ,Cartridge,Modern,MeatFortress,None,None,None,,,,None,Intermediate,None,None,None,Health,None,None
7Gauge_Buck,Cartridge,Modern,MeatFortress,None,None,None,,,,None,Shotgun,None,None,None,Health,None,None
7Gauge_Slug,Cartridge,Modern,MeatFortress,None,None,None,,,,None,Shotgun,None,None,None,Health,None,None
7Gauge_TripleHit,Cartridge,Modern,MeatFortress,None,None,None,,,,None,Shotgun,None,None,None,Health,None,None
Cartridge_RPGMF_Rocket_CannedMeat,Cartridge,None,MeatFortress,None,None,None,,,,None,Ordnance,None,None,None,None,None,None
RPGMF_Classic,Cartridge,None,MeatFortress,None,None,None,,,,None,Ordnance,None,None,None,None,None,None
Cartridge_RPGMF_Rocket_RocketPop,Cartridge,None,MeatFortress,None,None,None,,,,None,Ordnance,None,None,None,None,None,None
Cartridge_RPGMF_Rocket_RockIt,Cartridge,None,MeatFortress,None,None,None,,,,None,Ordnance,None,None,None,None,None,None
Cartridge_RPGMF_Rocket_ToTheMoon,Cartridge,None,MeatFortress,None,None,None,,,,None,Ordnance,None,None,None,None,None,None
Cartridge_RPGMF_Rocket_WrongAmmo,Cartridge,None,MeatFortress,None,None,None,,,,None,Ordnance,None,None,None,None,None,None
StickyShell,Cartridge,Modern,MeatFortress,None,None,None,,,,None,Ordnance,None,None,None,Health,None,None
StickyShellHighlandFling,Cartridge,Modern,MeatFortress,None,None,None,,,,None,Ordnance,None,None,None,None,None,None
StickyShellRobbieBurns,Cartridge,Modern,MeatFortress,None,None,None,,,,None,Ordnance,None,None,None,None,None,None
StickyShellRustyNail,Cartridge,Modern,MeatFortress,None,None,None,,,,None,Ordnance,None,None,None,None,None,None
Syringe,Cartridge,Modern,MeatFortress,None,None,None,,,,None,Exotic,None,None,None,None,None,None
Syringe_Bloodfire,Cartridge,Modern,MeatFortress,None,None,None,,,,None,Exotic,None,None,None,None,None,None
Syringe_Knockout,Cartridge,Modern,MeatFortress,None,None,None,,,,None,Exotic,None,None,None,None,None,None
Syringe_Rage,Cartridge,Modern,MeatFortress,None,None,None,,,,None,Exotic,None,None,None,None,None,None
MFDemoDetpack,Thrown,Modern,MeatFortress,None,None,None,,,,None,None,None,None,None,None,Explosive,Pinned
Engie_EMP,Thrown,Modern,MeatFortress,None,None,None,,,,None,None,None,None,None,None,Utility,Pinned
MFHeavyBeartrap,Thrown,Modern,MeatFortress,None,None,None,,,,None,None,None,None,None,None,Kinetic,Pinned
MFMedicUbernade,Thrown,Modern,MeatFortress,None,None,None,,,,None,None,None,None,None,None,Utility,Pinned
MFPyroIncenGrenade,Thrown,Modern,MeatFortress,None,None,None,,,,None,None,None,None,None,None,Fire,Pinned
MFScoutMountThunderSoda,Thrown,Modern,MeatFortress,None,None,None,,,,None,None,None,None,None,None,Utility,Pinned
MFSniperImpactFlash,Thrown,Modern,MeatFortress,None,None,None,,,,None,None,None,None,None,None,Utility,Pinned
MFSoldierFragGrenade,Thrown,Modern,MeatFortress,None,None,None,,,,None,None,None,None,None,None,Explosive,Pinned
MFSpySmokeGrenade,Thrown,Modern,MeatFortress,None,None,None,,,,None,None,None,None,None,None,Utility,Pinned
MF_AerialDenier,Firearm,Modern,MeatFortress,None,None,Automatic,BoxMag,FullAuto,,None,AntiMaterial,Bulky,None,None,None,None,None
MF_AllRounder,Firearm,Modern,MeatFortress,None,None,Automatic,BoxMag+StripperClip,SemiAuto,Muzzle,None,FullPower,FullSize,None,None,None,None,None
MF_Backfield,Firearm,Modern,MeatFortress,None,None,Automatic,BoxMag,FullAuto,Muzzle,None,Pistol,Pistol,None,None,None,None,None
MF_BigBoomer,Firearm,Modern,MeatFortress,None,None,Automatic,BreachLoad,SingleFire,,None,Shotgun,FullSize,None,None,None,None,None
MF_BushrangersBoon,Firearm,Modern,MeatFortress,None,None,Automatic,BoxMag,FullAuto,,None,Pistol,FullSize,None,None,None,None,None
MF_Duckhunter,Firearm,Modern,MeatFortress,None,None,Automatic,InternalMag,SemiAuto,,None,Shotgun,FullSize,None,None,None,None,None
MF_FireWalker,Firearm,Modern,MeatFortress,None,None,Automatic,BoxMag,SemiAuto,Muzzle,None,FullPower,FullSize,None,None,None,None,None
MF_Flamethrower,Firearm,Modern,MeatFortress,None,None,Automatic,BoxMag,FullAuto,,None,Fire,Bulky,None,None,None,None,None
MF_GrenadeLauncher,Firearm,Modern,MeatFortress,None,None,Automatic,BreachLoad,SemiAuto,,None,Ordnance,FullSize,None,None,None,None,None
MF_LongShot,Firearm,Modern,MeatFortress,None,None,Automatic,InternalMag,SemiAuto,,None,Ordnance,FullSize,None,None,None,None,None
MF_Medical180,Firearm,Modern,MeatFortress,None,None,Automatic,BoxMag,SemiAuto,,None,Pistol,FullSize,None,None,None,None,None
MF_Medigun,Tool,Modern,MeatFortress,None,None,Automatic,InternalMag,FullAuto,,None,Exotic,FullSize,None,None,None,None,None
